1	1	1	334	7	193	  6	243	 10	242	 11	352	  2	313	  7	265	  4	197	 13	 42	  9	215	
1	1	2	258	3	114	 10	163	  1	226	  5	 74	 13	281	  3	108	  8	356	  2	150	 11	 88	
1	1	3	68	5	293	  6	334	  4	143	 12	234	  1	 12	  2	 40	  9	212	 10	 82	  7	288	
1	1	4	173	6	163	  7	178	  6	280	 13	169	  9	226	  5	110	  3	119	  8	140	  2	184	
1	1	5	280	1	 62	  6	204	  5	252	  1	259	 11	164	  9	260	 12	307	  4	130	 10	 60	
1	1	6	368	1	275	 11	  5	  6	230	  2	169	  4	109	  3	 46	 12	133	 10	217	  5	283	
1	1	7	290	3	206	  4	163	  2	276	  9	132	  7	256	  6	304	  5	 22	  3	215	 12	234	
1	1	8	335	8	315	  4	337	  9	226	  2	124	  5	217	 12	187	 11	 71	  7	126	  8	143	
1	1	9	305	2	122	  7	316	  3	 58	  6	 53	 11	118	  8	183	 12	 47	  2	285	  9	134	
1	1	10	284	5	165	  7	305	  1	334	  4	202	  3	 28	  5	304	 10	162	  6	 51	 13	151	
1	1	11	72	1	269	  3	197	  6	247	 11	 72	  5	124	  9	297	  1	190	 10	138	 13	273	
1	1	12	183	8	340	  3	246	  4	354	 11	 12	  8	 93	  7	 97	  1	191	 10	 53	 13	  5	
1	1	13	222	7	157	  7	179	  2	222	  9	315	  1	186	 11	112	  6	  3	  5	 72	  4	186	
1	1	14	232	1	227	  7	314	  4	221	  5	 26	 10	281	  6	121	  8	276	 11	293	 13	227	
1	1	15	51	4	 38	 11	154	  8	315	  3	146	  4	  8	  1	 28	  9	136	 13	 30	  6	  4	
1	1	16	276	5	 71	 10	209	  6	117	 12	331	  9	216	 13	 12	  7	320	  2	101	  4	 78	
1	1	17	125	6	195	  4	284	  1	105	  6	205	  2	159	  8	 80	 12	 43	  3	 50	 10	169	
1	1	18	54	7	292	  1	175	  2	200	  3	327	 10	277	  7	255	 13	259	  6	 82	  9	164	
1	1	19	242	3	200	  5	 19	 12	 17	  2	 44	  8	356	 11	 32	  3	  7	 10	251	  6	210	
1	1	20	118	7	227	 13	330	  5	191	  9	239	 12	217	  1	 54	  2	153	  6	299	 10	179	
1	1	21	243	4	 77	  6	230	 12	194	 11	122	  5	211	  4	132	  3	  3	  7	197	  1	 90	
1	1	22	233	2	 87	 10	 27	  6	 31	 12	224	 11	123	  8	355	  7	251	  5	327	  2	104	
1	1	23	82	3	213	  6	310	  8	 16	  5	 84	 13	152	  2	246	  7	336	  4	121	 11	195	
1	1	24	74	3	139	  3	  2	  7	294	  6	235	  4	 51	  2	119	  8	354	  1	164	 13	129	
1	1	25	123	4	324	 12	 67	  3	 68	  6	108	  7	341	  1	 21	  9	 72	  2	313	  4	307	
1	1	26	5	6	192	  6	337	  2	 75	  4	153	  5	225	 13	243	  8	204	  9	230	  1	219	
1	1	27	138	3	313	  9	289	 10	 20	  8	216	 12	 86	  3	287	  2	288	  5	181	  7	331	
1	1	28	370	3	270	  6	166	 11	  5	 13	349	  7	354	  3	 61	 12	188	  4	 90	  9	281	
1	1	29	58	3	 18	 12	176	  3	106	  6	107	 13	218	  9	 40	  8	250	 11	324	  5	  6	
1	1	30	113	2	332	  4	334	 10	 74	  7	225	  6	 61	 12	 23	  8	336	  2	252	  1	308	
1	1	31	93	6	228	 11	309	  9	  1	  8	186	  4	296	 10	105	  7	 69	 13	 83	  3	122	
1	1	32	241	2	 51	  5	162	  3	330	  9	 72	 10	302	  7	301	  8	274	 13	289	  6	 41	
1	1	33	277	6	228	  7	164	  3	304	  6	186	 10	139	  8	 33	 11	167	 13	 44	  9	120	
1	1	34	327	8	214	  3	237	  2	184	  1	203	  4	177	  9	 56	  7	317	 10	105	 11	118	
1	1	35	9	2	 74	  8	168	 12	 91	 11	315	  4	323	  6	 83	  1	221	 13	 42	 10	 86	
1	1	36	213	6	114	  2	 50	 13	343	  3	335	  9	182	  6	171	  1	173	 11	305	  5	173	
1	1	37	254	7	 15	 11	291	 10	227	  5	  1	  4	154	  8	183	  1	 69	  9	253	  6	273	
1	1	38	195	4	243	  2	217	  5	153	 10	341	  4	 54	  6	 53	  9	162	 11	131	  8	218	
1	1	39	57	2	268	 11	301	  7	132	  4	136	  8	352	  6	198	  5	297	  3	194	 13	268	
1	1	40	95	8	 93	  8	114	 11	  5	  7	354	 12	200	 13	 76	  1	117	 10	324	  6	 53	
1	1	41	364	5	137	  7	141	  9	139	  1	 44	 11	 38	  3	146	 12	  7	  6	284	  2	152	
1	1	42	217	2	 35	  3	217	  4	 89	  7	 92	 10	359	 13	159	  1	199	 12	 18	 11	 54	
1	1	43	131	4	254	  3	 92	  1	 14	  2	288	 10	223	  7	354	  8	 21	  4	113	  5	255	
1	1	44	145	2	200	  6	250	  9	  2	  4	175	  7	271	 13	210	 10	161	  3	 63	  2	210	
1	1	45	3	4	122	 10	297	  3	235	  4	190	 12	289	  1	247	 13	 11	  9	 44	  8	180	
1	1	46	365	6	 84	  9	165	 11	319	  1	 40	  3	187	  6	220	  4	 18	 12	172	  8	 79	
1	1	47	98	3	 95	 11	 91	  6	200	  5	185	 12	167	  2	316	  3	124	  4	 33	 10	108	
1	1	48	358	7	 65	  1	160	  9	331	 12	152	  3	313	  6	126	  7	 71	 13	110	  5	126	
1	1	49	83	4	273	  7	283	  3	 10	 13	200	  4	 88	  9	 72	  5	336	 11	119	 12	274	
1	1	50	137	2	 18	  9	201	  3	157	 10	271	  8	111	 11	198	 13	272	  1	 12	  6	 24	
1	1	51	260	5	235	  3	 24	 13	104	  5	 86	  6	341	  9	340	 10	247	 11	 19	  4	244	
1	1	52	16	1	165	  8	215	 10	242	  1	109	  2	 75	  7	230	  4	 42	  6	316	  3	158	
1	1	53	102	7	342	  4	287	 10	204	  6	  3	  9	 64	  8	142	 11	313	  5	 65	  1	245	
1	1	54	210	3	257	  6	287	 12	156	  3	155	  9	 57	  5	 11	  8	 77	  2	250	 11	258	
1	1	55	383	8	277	  1	343	  8	 94	  4	125	  6	 64	 11	355	  2	188	 13	  8	  3	358	
1	1	56	149	6	 65	 13	 70	  2	169	 11	112	  1	360	  8	237	  6	 88	  4	246	 10	 85	
1	1	57	194	3	144	  1	 19	 13	117	  7	132	  9	 81	  8	340	  3	360	 12	 70	 11	137	
1	1	58	30	7	175	 13	196	 12	 70	  4	216	  6	 51	  3	 54	  8	270	  7	 83	 10	155	
1	1	59	345	2	133	 12	304	 10	 91	  7	270	  3	233	  1	130	  4	207	 11	 79	  2	154	
1	1	60	109	6	240	  2	345	  5	226	  4	213	  9	313	 13	 74	  8	114	 10	165	 11	194	
1	1	61	65	2	177	 12	291	  6	246	  9	134	 10	218	  8	348	  7	200	  3	 60	  4	184	
1	1	62	399	8	216	  9	326	  3	249	 13	 62	 12	197	 11	181	  5	 56	  1	 70	  8	231	
1	1	63	311	8	358	  6	313	  3	 26	  9	 47	  4	157	  8	270	  5	114	  1	187	  7	153	
1	1	64	139	4	280	  6	 85	  4	254	  9	 71	  7	305	 11	 54	  3	 22	 12	196	  1	263	
1	1	65	366	7	221	  5	153	 12	228	 11	 87	 10	 29	  7	292	  6	170	  1	 69	 13	 34	
1	1	66	79	8	141	 12	209	  4	 55	  9	115	 10	270	  5	152	  2	349	  8	 62	  7	188	
1	1	67	348	5	189	 13	 48	 12	223	  2	136	  9	153	  7	113	 11	 10	  4	347	  3	 16	
1	1	68	279	8	106	  9	 95	  5	109	  1	208	  3	297	  7	128	  8	272	 11	 69	 12	164	
1	1	69	357	6	353	  6	246	 11	 57	  3	 58	  2	187	  8	128	 10	 28	 13	203	  4	  4	
1	1	70	62	7	154	  2	 48	  6	 10	 12	187	  9	179	  1	 71	  3	171	  7	149	  4	129	
1	1	71	177	2	323	  2	 46	  4	148	 10	102	  9	341	 13	 11	  8	320	 12	306	  6	302	
